dataset,exp,pred,err,site_correct,n_atoms,pka_bin,corrected_pred
avlilumove,8.5,8.643480382352939,0.1434803823529389,True,14,7-10,8.643480382352939
avlilumove,9.61,9.018649635036494,0.591350364963505,True,22,7-10,9.018649635036494
avlilumove,10.195,10.288225806451614,0.0932258064516133,True,10,>10,10.288225806451614
avlilumove,9.84,9.386875,0.453125,True,21,7-10,9.386875
avlilumove,9.84,9.08529342253521,0.7547065774647894,True,21,7-10,9.08529342253521
avlilumove,10.37,10.288225806451614,0.0817741935483855,True,12,>10,10.288225806451614
avlilumove,10.45,10.134444444444446,0.3155555555555533,True,13,>10,10.134444444444446
avlilumove,8.0,9.3022235,1.3022235000000002,True,20,7-10,9.3022235
avlilumove,9.99,10.05923913043478,0.0692391304347808,True,11,7-10,10.05923913043478
avlilumove,9.73,9.657222233333334,0.0727777666666664,True,12,7-10,9.657222233333334
avlilumove,9.9,9.018649635036494,0.8813503649635059,True,27,7-10,9.018649635036494
avlilumove,2.82,3.727288135593221,0.9072881355932204,True,24,<4,3.727288135593221
avlilumove,3.21,3.2314814814814814,0.0214814814814814,True,14,<4,3.2314814814814814
avlilumove,10.0,9.671394551020407,0.3286054489795926,True,27,7-10,9.671394551020407
avlilumove,7.6,8.069666666666667,0.4696666666666669,True,24,7-10,8.069666666666667
avlilumove,7.5,8.263999999999998,0.7639999999999976,True,20,7-10,8.263999999999998
avlilumove,7.16,7.837740738562091,0.6777407385620906,True,21,7-10,7.837740738562091
avlilumove,7.54,7.837740738562091,0.2977407385620907,True,21,7-10,7.837740738562091
avlilumove,10.0,9.08529342253521,0.9147065774647896,True,26,7-10,9.08529342253521
avlilumove,3.4,2.80052084375,0.5994791562499997,True,31,<4,2.80052084375
avlilumove,7.45,7.659090909090908,0.2090909090909081,True,26,7-10,7.659090909090908
avlilumove,7.5,6.658928571428571,0.8410714285714294,True,7,7-10,6.658928571428571
avlilumove,9.4,9.082628948051946,0.3173710519480544,True,6,7-10,9.082628948051946
avlilumove,8.8,9.018649635036494,0.2186496350364937,True,14,7-10,9.018649635036494
avlilumove,9.3,9.3022235,0.0022234999999994,True,14,7-10,9.3022235
avlilumove,4.0,4.845,0.8449999999999998,True,8,<4,4.845
avlilumove,2.0,4.271121525,2.271121525,True,31,<4,4.271121525
avlilumove,8.76,9.299607823529412,0.539607823529412,True,27,7-10,9.299607823529412
avlilumove,7.8,8.528683865079362,0.7286838650793621,True,12,7-10,8.528683865079362
avlilumove,8.1,8.643480382352939,0.5434803823529393,True,19,7-10,8.643480382352939
avlilumove,7.4,7.099245283018868,0.3007547169811326,True,18,7-10,7.099245283018868
avlilumove,7.4,7.551184210526314,0.1511842105263134,True,18,7-10,7.551184210526314
avlilumove,7.6,7.83609756097561,0.2360975609756108,True,28,7-10,7.83609756097561
avlilumove,3.3,4.170395127659575,0.8703951276595747,True,18,<4,4.170395127659575
avlilumove,2.64,3.24,0.5999999999999996,True,13,<4,3.24
avlilumove,3.62,3.44837962962963,0.1716203703703702,True,13,<4,3.44837962962963
avlilumove,2.9,3.770109037383177,0.8701090373831772,True,20,<4,3.770109037383177
avlilumove,3.4,3.579704306451613,0.179704306451613,True,23,<4,3.579704306451613
avlilumove,4.09,3.770109037383177,0.3198909626168227,True,20,4-7,3.770109037383177
avlilumove,2.32,2.80052084375,0.4805208437500003,True,11,<4,2.80052084375
avlilumove,8.4,7.462394736842105,0.937605263157895,True,15,7-10,7.462394736842105
avlilumove,8.26,7.376914893617021,0.8830851063829792,True,25,7-10,7.376914893617021
avlilumove,5.4,7.551184210526314,2.151184210526313,True,8,4-7,7.551184210526314
avlilumove,8.08,8.069666666666667,0.0103333333333335,True,8,7-10,8.069666666666667
avlilumove,10.4,10.134444444444446,0.2655555555555544,True,15,>10,10.134444444444446
avlilumove,10.5,10.17229165625,0.3277083437500003,True,13,>10,10.17229165625
avlilumove,10.0,9.698498330222987,0.3015016697770125,True,14,7-10,9.698498330222987
avlilumove,10.4,10.17229165625,0.2277083437500007,True,12,>10,10.17229165625
avlilumove,9.2,9.3022235,0.1022235000000009,True,13,7-10,9.3022235
avlilumove,9.9,9.639782608695654,0.2602173913043462,True,11,7-10,9.639782608695654
avlilumove,9.0,9.018649635036494,0.0186496350364944,True,10,7-10,9.018649635036494
avlilumove,8.37,6.658928571428571,1.7110714285714286,False,18,7-10,6.658928571428571
avlilumove,9.0,8.643480382352939,0.3565196176470611,True,12,7-10,8.643480382352939
avlilumove,8.9,8.263999999999998,0.6360000000000028,True,12,7-10,8.263999999999998
