smiles,pKa,n_candidates,chosen,chosen_kind,has_acid_and_base,chosen_plausible,alt_site_fits,n_atoms,size_bin
CCC([NH3+])CO,9.53,1,prim_amine,base,False,True,,6,<15
CCC/C=C(/C)C(=O)[O-],4.44,1,carboxylic_acid,acid,False,True,,9,<15
CCC/C=C(\C)C(=O)[O-],5.13,1,carboxylic_acid,acid,False,True,,9,<15
CCC/C=C/C(=O)[O-],4.71,1,carboxylic_acid,acid,False,True,,8,<15
CCC/C=C1\CCC[NH+]1C,11.88,1,tert_amine,base,False,False,,10,<15
CCC1(C)C(=O)Nc2ccc(S(=O)(=O)Nc3ccc(F)cc3F)cc2C(=O)N1C,7.1,2,sulfonamide_2,acid,True,True,,29,22-30
CCC1(C)CC(=O)NC1=O,9.34,1,imide,acid,False,True,,10,<15
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2N(C)C1=O,7.9,3,sulfonamide_2,acid,True,True,,28,22-30
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2NC1=O,8.1,2,sulfonamide_2,acid,True,True,,27,22-30
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC)cc3)ccc2NC1=O,5.6,2,sulfonamide_2,acid,True,False,aniline_sec,28,22-30
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccccc3)ccc2NC1=O,8.7,2,sulfonamide_2,acid,True,True,,26,22-30
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccccc3Cl)ccc2NC1=O,7.2,2,sulfonamide_2,acid,True,True,,27,22-30
CCC1(C)OC(=O)[N-]C1=O,6.0,1,imide,acid,False,True,,10,<15
CCC1(C2CCCC2)Cc2cc(OCC(=O)[O-])c(Cl)c(Cl)c2C1=O,3.9,1,carboxylic_acid,acid,False,True,,24,22-30
CCC1(C2CCCC2)Cc2cc(OCCCC(=O)[O-])c(Cl)c(Cl)c2C1=O,3.8,1,carboxylic_acid,acid,False,True,,26,22-30
CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccccc2OC)C1=O,6.54,1,imide,acid,False,True,,23,22-30
CCC1(CC)CNc2ccc(S(=O)(=O)Nc3ccc(F)cc3F)cc2C(=O)N1,8.0,2,sulfonamide_2,acid,True,True,,28,22-30
CCC1(CC)OC(=O)[N-]C1=O,5.7,1,imide,acid,False,False,,11,<15
CCC1(CC)SC(=O)[N-]C1=O,6.42,1,imide,acid,False,True,,11,<15
CCC1(c2cccc(-c3cncnc3)c2)[NH+]=C(N)c2ccccc2O1,8.4,2,amidine,base,False,False,,25,22-30
CCC12C=CC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,3.7,1,carboxylic_acid,acid,False,True,,23,22-30
CCC12CC3CC(CC([NH3+])(C3)C1)C2,10.61,1,prim_amine,base,False,True,,13,<15
CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OC(C)(C)C(=O)[O-])c(Cl)c1Cl)C2,3.8,1,carboxylic_acid,acid,False,True,,29,22-30
CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OCC(=O)[O-])c(Cl)c1Cl)C2,3.8,1,carboxylic_acid,acid,False,True,,27,22-30
CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OCC[NH+]3CCOCC3)c(Cl)c1Cl)C2,5.08,1,tert_amine,base,False,False,,31,>30
CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OCc3cccnc3)c(Cl)c1Cl)C2,3.32,1,pyridine_N,base,False,True,,30,22-30
CCC12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,3.6,1,carboxylic_acid,acid,False,True,,23,22-30
CCC12CCC(=O)C=C1c1c(cc(OCCCC(=O)[O-])c(Cl)c1Cl)C2,3.7,1,carboxylic_acid,acid,False,True,,25,22-30
CCC12CCC(=O)C=C1c1c(cc(OCc3nn[n-]n3)c(Cl)c1Cl)C2,3.72,1,tetrazole_2,acid,False,True,,25,22-30
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,6.2,1,sulfonamide_2,acid,False,False,,34,>30
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2[C@H]5O)[NH+]3C1O,6.5,2,tert_amine,base,False,True,aniline_tert,24,22-30
CCC1CCC[NH+]1C,9.78,1,tert_amine,base,False,True,,8,<15
CCC1C[NH+]1CC,8.19,1,tert_amine,base,False,True,,7,<15
CCC1C[NH2+]1,5.69,1,sec_amine,base,False,False,,5,<15
CCC1N=CC[NH2+]1,7.73,1,sec_amine,base,False,True,,7,<15
CCC1OC(=O)CC(O)C(C)C(O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)C(CC=O)CC(C)C(=O)/C=C\C(C)=C/C1C,8.83,1,tert_amine,base,False,True,,40,>30
CCCC(=O)C(CC[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,7.17,1,tert_amine,base,False,True,,26,22-30
CCCC(=O)NO,9.48,1,hydroxamic_acid,acid,False,True,,7,<15
CCCC(=O)Nc1ccc(OCC(O)C[NH2+]C(C)C)c(C(C)=O)c1,9.596,2,sec_amine,base,False,True,,24,22-30
CCCC(=O)OC(C)C[NH+](C)C,8.27,1,tert_amine,base,False,True,,12,<15
CCCC(=O)OCC[NH+](C)C,8.31,1,tert_amine,base,False,True,,11,<15
CCCC(=O)SCC[NH+](C)C,8.32,1,tert_amine,base,False,True,,11,<15
CCCC(=O)[O-],4.8,1,carboxylic_acid,acid,False,True,,6,<15
CCCC(C(=O)Nc1c(C)cccc1C)[NH+](CC)CC,7.89,2,tert_amine,base,False,True,,20,15-22
CCCC(C(CC)CO)C(CC)C(=O)[O-],4.78,1,carboxylic_acid,acid,False,True,,15,<15
CCCC(CCC)C(=O)[O-],4.8,1,carboxylic_acid,acid,False,True,,10,<15
CCCC(O)C(C(=O)[O-])c1ccc(-c2ccccc2)cc1,4.01,1,carboxylic_acid,acid,False,True,,21,15-22
CCCC1(C2CCCC2)Cc2cc(OCCCC(=O)[O-])c(Cl)c(Cl)c2C1=O,4.1,1,carboxylic_acid,acid,False,True,,27,22-30
CCCC1(CCC)SC(=O)[N-]C1=O,6.37,1,imide,acid,False,True,,13,<15
CCCC12CC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,3.84,1,carboxylic_acid,acid,False,True,,23,22-30
CCCC12CCC(=O)C(C)=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,3.5,1,carboxylic_acid,acid,False,True,,25,22-30
CCCC12CCC(=O)C=C1c1c(cc(O)c(Cl)c1Cl)C2,6.18,1,phenol,acid,False,False,,20,15-22
CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)NCC[NH+](C)C)c(Cl)c1Cl)C2,7.7,1,tert_amine,base,False,True,,29,22-30
CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)OC(C)(C)C(=O)[O-])c(Cl)c1Cl)C2,3.8,1,carboxylic_acid,acid,False,True,,30,22-30
CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)OC(CC)(CC)C(=O)[O-])c(Cl)c1Cl)C2,3.4,1,carboxylic_acid,acid,False,True,,32,>30
CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(C)c1C)C2,4.3,1,carboxylic_acid,acid,False,True,,24,22-30
CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,3.6,1,carboxylic_acid,acid,False,True,,24,22-30
CCCC12CCC(=O)C=C1c1c(cc(OCCCC(=O)[O-])c(Cl)c1Cl)C2,3.7,1,carboxylic_acid,acid,False,True,,26,22-30
CCCC12CCC(=O)C=C1c1c(cc(SCC(=O)[O-])c(Cl)c1Cl)C2,4.7,1,carboxylic_acid,acid,False,True,,24,22-30
CCCC12CCC(=O)C=C1c1ccc(OCC(=O)[O-])cc1C2,4.05,1,carboxylic_acid,acid,False,True,,22,15-22
CCCC12CCC(C(C)=O)=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,4.1,1,carboxylic_acid,acid,False,True,,25,22-30
CCCC1CCC[NH+]1C,9.78,1,tert_amine,base,False,True,,9,<15
CCCCC#CC(=O)[O-],2.61,1,carboxylic_acid,acid,False,True,,9,<15
CCCCC(=O)[O-],4.82,1,carboxylic_acid,acid,False,True,,7,<15
CCCCC(C(=O)Nc1c(C)cccc1C)[NH+](CC)CC,7.81,2,tert_amine,base,False,True,,21,15-22
CCCCC(CC)C(=O)O[C@H]1O[C@@H](C(=O)[O-])[C@H](O)[C@@H](O)[C@@H]1O,3.08,1,carboxylic_acid,acid,False,True,,22,15-22
CCCCC(CC)C(=O)[O-],4.76,1,carboxylic_acid,acid,False,True,,10,<15
CCCCC/C(N)=N/[NH+](C)C,10.4,2,amidine,base,False,True,tert_amine,11,<15
CCCCC1(C2CCCC2)Cc2cc(OCC(=O)[O-])c(Cl)c(Cl)c2C1=O,3.9,1,carboxylic_acid,acid,False,True,,26,22-30
CCCCC1(C2CCCC2)Cc2cc(OCCCC(=O)[O-])c(Cl)c(Cl)c2C1=O,4.4,1,carboxylic_acid,acid,False,True,,28,22-30
CCCCC12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,3.5,1,carboxylic_acid,acid,False,True,,25,22-30
CCCCC1CCC[NH+]1C,10.01,1,tert_amine,base,False,True,,10,<15
CCCCCC(=O)NO,9.58,1,hydroxamic_acid,acid,False,True,,9,<15
CCCCCC(=O)[O-],4.85,1,carboxylic_acid,acid,False,True,,8,<15
CCCCCC(C)(C)[NH3+],10.83,1,prim_amine,base,False,True,,9,<15
CCCCCC(C)[NH2+]C,10.99,1,sec_amine,base,False,True,,9,<15
CCCCCC(C)[NH3+],11.15,1,prim_amine,base,False,True,,8,<15
CCCCCC(O)CCC1CCC(=O)N1CCCCCCC(=O)[O-],5.25,1,carboxylic_acid,acid,False,True,,24,22-30
CCCCCCC(=O)NO,9.62,1,hydroxamic_acid,acid,False,True,,10,<15
CCCCCCC(=O)[O-],4.88,1,carboxylic_acid,acid,False,True,,9,<15
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,10.6,1,phenol,acid,False,True,,27,22-30
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1,11.16,1,phenol,acid,False,True,,27,22-30
CCCCCCCC(=O)NO,9.19,1,hydroxamic_acid,acid,False,True,,11,<15
CCCCCCCC(=O)N[C@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)[O-],2.66,1,carboxylic_acid,acid,False,True,,23,22-30
CCCCCCCC(=O)[O-],4.9,1,carboxylic_acid,acid,False,True,,10,<15
CCCCCCCC/C=C\CCCCCCCC(=O)[O-],4.95,1,carboxylic_acid,acid,False,True,,20,15-22
CCCCCCCCC(=O)[O-],4.9,1,carboxylic_acid,acid,False,True,,11,<15
CCCCCCCCC1CCC(=O)N1CCCCCCC(=O)[O-],5.6,1,carboxylic_acid,acid,False,True,,23,22-30
CCCCCCCCCC(=O)[O-],4.895,1,carboxylic_acid,acid,False,True,,12,<15
CCCCCCCCCCC(=O)[O-],4.9,1,carboxylic_acid,acid,False,True,,13,<15
CCCCCCCCCCCC(=O)NCCCC[C@H]([NH3+])C(=O)OC,9.1,1,prim_amine,base,False,True,,24,22-30
CCCCCCCCCCCC(=O)N[C@@H](CCCC[NH3+])C(=O)OC,10.0,1,prim_amine,base,False,True,,24,22-30
CCCCCCCCCCCC(=O)[O-],4.895,1,carboxylic_acid,acid,False,True,,14,<15
CCCCCCCCCCCCC(=O)[O-],4.9,1,carboxylic_acid,acid,False,True,,15,<15
CCCCCCCCCCCCCC(=O)N(O)c1ccccc1,9.05,2,hydroxamic_acid,acid,True,True,,23,22-30
CCCCCCCCCCCCCC(=O)NCCCC[C@H]([NH3+])C(=O)OC,7.8,1,prim_amine,base,False,True,,26,22-30
CCCCCCCCCCCCCCC(=O)[O-],5.01,1,carboxylic_acid,acid,False,True,,17,15-22
CCCCCCCCCCCCCCCCCC(=O)[O-],5.01,1,carboxylic_acid,acid,False,True,,20,15-22
CCCCCCCCCCCCCCCCCCCCCC[NH3+],10.6,1,prim_amine,base,False,True,,23,22-30
CCCCCCCCCCCCCCCCCCNCC(F)(F)F,4.7,1,sec_amine,base,False,False,,24,22-30
CCCCCCCCCCCCCCCCCC[NH+](CC(C)O)CC(C)O,9.4,1,tert_amine,base,False,True,,27,22-30
CCCCCCCCCCCCCCCCCC[NH3+],10.6,1,prim_amine,base,False,True,,19,15-22
CCCCCCCCCCCCCCCCC[NH3+],10.6,1,prim_amine,base,False,True,,18,15-22
CCCCCCCCCCCCCCCCCc1c2ccccc2nc2ccccc12,5.5,1,pyridine_N,base,False,True,,31,>30
CCCCCCCCCCCCCCCCNCC(F)(F)F,5.2,1,sec_amine,base,False,False,,22,15-22
CCCCCCCCCCCCCCCC[NH+](CC(C)O)CC(C)O,9.19,1,tert_amine,base,False,True,,25,22-30
CCCCCCCCCCCCCCCC[NH3+],10.61,1,prim_amine,base,False,True,,17,15-22
CCCCCCCCCCCCCCC[NH2+]CCCCCCCCCCCCCCC,11.0,1,sec_amine,base,False,True,,31,>30
CCCCCCCCCCCCCCC[NH3+],10.61,1,prim_amine,base,False,True,,16,15-22
CCCCCCCCCCCCCC[NH+](CC(C)O)CC(C)O,8.4,1,tert_amine,base,False,True,,23,22-30
CCCCCCCCCCCCCC[NH+](CC(C)O)CC(O)CC,6.1,1,tert_amine,base,False,False,,24,22-30
CCCCCCCCCCCCCC[NH+](CCO)CC(C)O,6.3,1,tert_amine,base,False,False,,22,15-22
CCCCCCCCCCCCCC[NH+](CCO)CC(O)CC,6.1,1,tert_amine,base,False,False,,23,22-30
CCCCCCCCCCCCCC[NH3+],10.62,1,prim_amine,base,False,True,,15,<15
CCCCCCCCCCCCCCn1cc(C[NH2+][C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,7.7,1,sec_amine,base,False,True,,32,>30
CCCCCCCCCCCCC[NH2+]CCCCCCCCCCCCC,11.0,1,sec_amine,base,False,True,,27,22-30
CCCCCCCCCCCCC[NH3+],10.63,1,prim_amine,base,False,True,,14,<15
CCCCCCCCCCCCCc1ccccn1,5.6,1,pyridine_N,base,False,True,,19,15-22
CCCCCCCCCCCCCc1ccncc1,5.9,1,pyridine_N,base,False,True,,19,15-22
CCCCCCCCCCCCN(Cc1nn[n-]n1)c1ccccc1,4.92,2,tetrazole_2,acid,True,True,aniline_tert,25,22-30
CCCCCCCCCCCCNCC(F)(F)F,5.5,1,sec_amine,base,False,False,,18,15-22
CCCCCCCCCCCCNCC(F)F,7.5,1,sec_amine,base,False,True,,17,15-22
CCCCCCCCCCCCNc1ccccc1,4.12,1,aniline_sec,base,False,True,,19,15-22
CCCCCCCCCCCC[NH+](CC(C)O)CC(C)O,7.8,1,tert_amine,base,False,True,,21,15-22
CCCCCCCCCCCC[NH+](CC(C)O)CC(O)CC,6.2,1,tert_amine,base,False,False,,22,15-22
CCCCCCCCCCCC[NH+](CCO)CC(C)O,6.5,1,tert_amine,base,False,True,,20,15-22
CCCCCCCCCCCC[NH+](CCO)CC(O)CC,6.4,1,tert_amine,base,False,False,,21,15-22
CCCCCCCCCCCC[NH+]1CCOCC1,7.6,1,tert_amine,base,False,True,,18,15-22
CCCCCCCCCCCC[NH2+]CCCCCCCCCCCC,11.0,1,sec_amine,base,False,True,,25,22-30
CCCCCCCCCCCC[NH3+],10.615,1,prim_amine,base,False,True,,13,<15
CCCCCCCCCCCCn1cc(C[NH2+][C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,7.1,1,sec_amine,base,False,False,,30,22-30
CCCCCCCCCCC[NH2+]Cc1ccc(C)cc1,9.46,1,sec_amine,base,False,True,,20,15-22
CCCCCCCCCCC[NH3+],10.63,1,prim_amine,base,False,True,,12,<15
CCCCCCCCCCCn1cc(CC[NH2+][C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,9.1,1,sec_amine,base,False,True,,30,22-30
CCCCCCCCCCN(Cc1nn[n-]n1)c1ccccc1,4.87,2,tetrazole_2,acid,True,True,aniline_tert,23,22-30
CCCCCCCCCCNc1ccccc1,4.56,1,aniline_sec,base,False,True,,17,15-22
CCCCCCCCCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,8.09,1,sulfonamide_1,acid,False,True,,24,22-30
CCCCCCCCCC[NH+](CC(C)O)CC(C)O,7.6,1,tert_amine,base,False,True,,19,15-22
CCCCCCCCCC[NH+](CC(C)O)CC(O)CC,6.7,1,tert_amine,base,False,True,,20,15-22
CCCCCCCCCC[NH+](CC(O)CC)CC(O)CC,6.6,1,tert_amine,base,False,True,,21,15-22
CCCCCCCCCC[NH+](CCO)CC(C)O,7.5,1,tert_amine,base,False,True,,18,15-22
CCCCCCCCCC[NH+](CCO)CC(O)CC,7.2,1,tert_amine,base,False,True,,19,15-22
CCCCCCCCCC[NH2+]Cc1ccc(C)cc1,9.48,1,sec_amine,base,False,True,,19,15-22
CCCCCCCCCC[NH3+],10.64,1,prim_amine,base,False,True,,11,<15
CCCCCCCCCCc1c(-c2ccccc2)[nH][nH]c1=O,11.0,1,aromatic_lactam,acid,False,True,,22,15-22
CCCCCCCCCCn1cc(CCC[NH2+][C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,9.9,1,sec_amine,base,False,True,,30,22-30
CCCCCCCCCCn1cc(C[NH2+][C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,7.1,1,sec_amine,base,False,False,,28,22-30
CCCCCCCCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,8.39,1,sulfonamide_1,acid,False,True,,23,22-30
CCCCCCCCC[NH2+]Cc1ccc(C)cc1,9.48,1,sec_amine,base,False,True,,18,15-22
CCCCCCCCCc1c(-c2ccccc2)[nH][nH]c1=O,10.6,1,aromatic_lactam,acid,False,True,,21,15-22
CCCCCCCCCn1cc(CC[NH2+][C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,9.1,1,sec_amine,base,False,True,,28,22-30
CCCCCCCCCn1cc(C[NH2+][C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,7.1,1,sec_amine,base,False,False,,27,22-30
CCCCCCCCCn1ccnc1,6.6,1,pyridine_N,base,False,True,,14,<15
CCCCCCCCN(Cc1nn[n-]n1)c1ccccc1,4.83,2,tetrazole_2,acid,True,True,aniline_tert,21,15-22
CCCCCCCCNCC(F)(F)F,5.9,1,sec_amine,base,False,False,,14,<15
CCCCCCCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,8.09,1,sulfonamide_1,acid,False,True,,22,15-22
CCCCCCCCOCC[NH+](C)C,8.87,1,tert_amine,base,False,True,,14,<15
CCCCCCCC[NH+](CC(C)O)CC(C)O,8.3,1,tert_amine,base,False,True,,17,15-22
CCCCCCCC[NH+](CC(C)O)CC(O)CC,8.1,1,tert_amine,base,False,True,,18,15-22
CCCCCCCC[NH+](CC(O)CC)CC(O)CC,7.5,1,tert_amine,base,False,True,,19,15-22
CCCCCCCC[NH+](CCO)CC(C)O,8.2,1,tert_amine,base,False,True,,16,15-22
CCCCCCCC[NH+](CCO)CC(O)CC,8.3,1,tert_amine,base,False,True,,17,15-22
CCCCCCCC[NH+]1CCCCC1,8.28,1,tert_amine,base,False,True,,14,<15
CCCCCCCC[NH2+]Cc1ccc(C)cc1,9.47,1,sec_amine,base,False,True,,17,15-22
CCCCCCCC[NH3+],10.76,1,prim_amine,base,False,True,,9,<15
CCCCCCCCc1c(-c2ccccc2)[nH][nH]c1=O,10.2,1,aromatic_lactam,acid,False,True,,20,15-22
CCCCCCCCn1cc(CCC[NH2+][C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,9.4,1,sec_amine,base,False,True,,28,22-30
CCCCCCCCn1cc(CC[NH2+][C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,9.1,1,sec_amine,base,False,True,,27,22-30
CCCCCCCCn1cc(C[NH2+][C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,7.7,1,sec_amine,base,False,True,,26,22-30
CCCCCCCN(CCCCCCC)c1ccccc1,3.33,1,aniline_tert,base,False,True,,21,15-22
CCCCCCCNc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12,7.5,2,pyridine_N,base,False,True,,25,22-30
CCCCCCCNc1ccccc1,5.09,1,aniline_sec,base,False,True,,14,<15
CCCCCCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,8.27,1,sulfonamide_1,acid,False,True,,21,15-22
CCCCCCC[NH2+]Cc1ccc(C)cc1,10.02,1,sec_amine,base,False,True,,16,15-22
CCCCCCC[NH3+],10.34,1,prim_amine,base,False,True,,8,<15
CCCCCCCc1c(-c2ccccc2)[nH][nH]c1=O,9.2,1,aromatic_lactam,acid,False,True,,19,15-22
CCCCCCN(CCCCCC)c1ccccc1,4.89,1,aniline_tert,base,False,True,,19,15-22
CCCCCCN(Cc1nn[n-]n1)c1ccccc1,4.78,2,tetrazole_2,acid,True,True,aniline_tert,19,15-22
CCCCCCNc1ccccc1,5.21,1,aniline_sec,base,False,True,,13,<15
CCCCCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,8.52,1,sulfonamide_1,acid,False,True,,20,15-22
CCCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,6.86,2,pyridine_N,base,False,True,,33,>30
CCCCCC[NH+](CC(C)O)CC(C)O,8.5,1,tert_amine,base,False,True,,15,<15
CCCCCC[NH+](CC(C)O)CC(O)CC,8.9,1,tert_amine,base,False,True,,16,15-22
CCCCCC[NH+](CC(O)CC)CC(O)CC,8.6,1,tert_amine,base,False,True,,17,15-22
CCCCCC[NH+](CCO)CC(C)O,9.0,1,tert_amine,base,False,True,,14,<15
CCCCCC[NH+](CCO)CC(O)CC,9.1,1,tert_amine,base,False,True,,15,<15
CCCCCC[NH2+]CCCCCC,11.01,1,sec_amine,base,False,True,,13,<15
CCCCCC[NH2+]Cc1ccc(C)cc1,10.17,1,sec_amine,base,False,True,,15,<15
CCCCCC[NH3+],10.68,1,prim_amine,base,False,True,,7,<15
CCCCCCc1c(-c2ccccc2)[nH][nH]c1=O,8.6,1,aromatic_lactam,acid,False,True,,18,15-22
CCCCCCn1cc(CCC[NH2+][C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,10.4,1,sec_amine,base,False,True,,26,22-30
CCCCCCn1ccnc1,7.2,1,pyridine_N,base,False,True,,11,<15
CCCCCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,11.0,3,guanidine,base,False,True,amidine,19,15-22
CCCCCNC(=O)NS(=O)(=O)c1cc(Cl)ccc1OC,5.46,1,sulfonamide_2,acid,False,False,,21,15-22
CCCCCNC1=[NH+]CCN1OCCCc1ccccc1,10.0,2,guanidine,base,False,True,amidine,21,15-22
CCCCCNC1=[NH+]CCN1OCCc1ccccc1,9.9,2,guanidine,base,False,False,amidine,20,15-22
CCCCCNC1=[NH+]CCN1OCc1ccccc1,10.1,2,guanidine,base,False,True,amidine,19,15-22
CCCCCNN,6.25,2,prim_amine,base,False,False,,7,<15
CCCCCNc1ccccc1,5.2,1,aniline_sec,base,False,True,,12,<15
CCCCCNc1nc2ccccc2n1CCc1ccccc1,7.4,2,pyridine_N,base,False,True,,23,22-30
CCCCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,8.47,1,sulfonamide_1,acid,False,True,,19,15-22
CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,6.86,2,pyridine_N,base,False,True,,32,>30
CCCCCOc1ccc(C(=O)[O-])cc1,4.49,1,carboxylic_acid,acid,False,True,,15,<15
CCCCCOc1ccc(O)cc1,10.23,1,phenol,acid,False,True,,13,<15
CCCCCSC1=[NH+]CCN1OCc1ccccc1,8.5,1,amidine,base,False,True,,19,15-22
CCCCC[C@H](C)[NH3+],10.8,1,prim_amine,base,False,True,,8,<15
CCCCC[NH+](CC(C)O)CC(C)O,9.0,1,tert_amine,base,False,True,,14,<15
CCCCC[NH+](CC(C)O)CC(O)CC,9.1,1,tert_amine,base,False,True,,15,<15
CCCCC[NH+](CC(O)CC)CC(O)CC,9.2,1,tert_amine,base,False,True,,16,15-22
CCCCC[NH+](CCO)CC(C)O,8.9,1,tert_amine,base,False,True,,13,<15
CCCCC[NH+](CCO)CC(O)CC,9.1,1,tert_amine,base,False,True,,14,<15
CCCCC[NH2+]CCCCC,11.18,1,sec_amine,base,False,True,,11,<15
CCCCC[NH2+]Cc1ccc(C)cc1,10.08,1,sec_amine,base,False,True,,14,<15
CCCCC[NH3+],10.65,1,prim_amine,base,False,True,,6,<15
CCCCCc1c(-c2ccccc2)[nH][nH]c1=O,8.4,1,aromatic_lactam,acid,False,True,,17,15-22
CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccncc21,5.83,1,pyridine_N,base,False,True,,26,22-30
CCCCCn1cc(C(=O)c2cccc3ccccc23)c2cnccc21,6.49,1,pyridine_N,base,False,True,,26,22-30
CCCCCn1ccnc1,7.12,1,pyridine_N,base,False,True,,10,<15
CCCCN(C)N(C)CCCC,7.16,1,tert_amine,base,False,True,,12,<15
CCCCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,10.97,3,guanidine,base,False,True,amidine,18,15-22
CCCCN(CCCC)c1ccccc1,6.41,1,aniline_tert,base,False,True,,15,<15
CCCCN(CCCC)c1nnc(-c2ccccc2)cc1C,4.88,1,aniline_tert,base,False,True,,22,15-22
CCCCN=C(C)N[NH+](C)C,10.4,2,amidine,base,False,True,tert_amine,11,<15
CCCCNC(=O)NO,11.0,1,hydroxamic_acid,acid,False,True,,9,<15
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,5.275,1,sulfonamide_2,acid,False,False,,18,15-22
CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]([NH3+])C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C,9.13,1,prim_amine,base,False,True,,34,>30
CCCCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,6.86,2,pyridine_N,base,False,True,,32,>30
CCCCNCCC#N,8.3,1,sec_amine,base,False,True,,9,<15
CCCCNN,7.82,2,prim_amine,base,False,True,sec_amine,6,<15
CCCCNc1c(N(C)CCC[NH+](C)C)c(=O)c1=O,8.8,3,tert_amine,base,False,True,,19,15-22
CCCCNc1ccccc1,5.11,1,aniline_sec,base,False,True,,11,<15
CCCCNc1ncnc2c1cnn2C,4.22,2,pyridine_N,base,False,True,aniline_sec,15,<15
CCCCNc1nnc(-c2ccccc2)cc1C,6.1,1,aniline_sec,base,False,True,,18,15-22
CCCCOC(=O)[C@@H]([NH3+])CCC(=O)NCCSC(C)=O,8.69,1,prim_amine,base,False,True,,20,15-22
CCCCOC(=O)c1ccc(N)cc1,2.47,1,aniline,base,False,True,,14,<15
CCCCOC(=O)c1ccc(O)cc1,8.34,1,phenol,acid,False,True,,14,<15
CCCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,8.07,1,sulfonamide_1,acid,False,True,,18,15-22
