dataset,exp,pred_iso,err_iso,pred_lin,err_lin,n_atoms,rings,site,pka_bin
novartis,9.75,9.22018191503268,0.5298180849673209,9.24060922832556,0.5093907716744397,23,3,acid-only,7-10
novartis,8.2,7.388276381909547,0.8117236180904523,7.344103203718657,0.8558967962813426,19,3,acid-only,7-10
novartis,10.0,8.23062874251497,1.7693712574850302,8.228968111836457,1.7710318881635434,15,2,acid-only,7-10
novartis,7.5,7.028389830508476,0.471610169491524,6.9430019834439625,0.5569980165560375,25,4,base-only,7-10
novartis,7.35,7.028389830508476,0.32161016949152366,6.943190449859898,0.40680955014010145,20,3,base-only,7-10
novartis,5.8,6.9066192170818494,1.1066192170818496,6.8816772387053655,1.0816772387053657,16,3,both,4-7
novartis,4.6,3.83872672972973,0.7612732702702698,3.7987640413194788,0.8012359586805209,28,5,base-only,4-7
novartis,8.4,8.23062874251497,0.16937125748503057,8.194515339674762,0.20548466032523827,10,1,base-only,7-10
novartis,4.9,4.090714479508198,0.8092855204918026,4.025151300182173,0.8748486998178278,25,5,base-only,4-7
novartis,4.8,4.8554016976047905,0.055401697604790634,4.874627278553328,0.0746272785533284,20,4,base-only,4-7
novartis,9.0,8.414377669902912,0.5856223300970882,8.521024867340408,0.4789751326595919,12,2,base-only,7-10
novartis,8.0,5.521054110389611,2.4789458896103893,5.4284446023271355,2.5715553976728645,24,4,base-only,7-10
novartis,3.6,3.272888888888889,0.3271111111111109,3.3083133498554913,0.2916866501445088,17,3,base-only,<4
avlilumove,7.42,7.110535714285714,0.3094642857142862,7.07391742922721,0.3460825707727899,15,1,base-only,7-10
avlilumove,9.5,9.589487179487179,0.08948717948717899,9.632486086408916,0.13248608640891568,10,1,base-only,7-10
avlilumove,9.1,9.462935439903847,0.3629354399038469,9.538786346400626,0.43878634640062586,9,0,base-only,7-10
avlilumove,3.6,3.218619047619047,0.38138095238095326,3.1886074217689853,0.4113925782310148,14,0,acid-only,<4
avlilumove,9.4,9.462935439903847,0.0629354399038462,9.492399442875461,0.09239944287546109,11,0,base-only,7-10
avlilumove,9.0,9.33475877631579,0.3347587763157893,9.362257315226401,0.36225731522640103,10,0,base-only,7-10
avlilumove,7.96,7.642952817351598,0.3170471826484018,7.6216540409212366,0.3383459590787634,27,5,base-only,7-10
avlilumove,3.73,3.6907673874345552,0.03923261256544475,3.665872368604242,0.06412763139575794,22,2,both,<4
avlilumove,9.92,9.462935439903847,0.45706456009615337,9.56810303490971,0.35189696509029034,21,2,base-only,7-10
avlilumove,8.8,8.23062874251497,0.5693712574850309,8.23432345532383,0.5656765446761707,21,2,base-only,7-10
avlilumove,4.44,4.537658486707566,0.09765848670756583,4.512007958497535,0.07200795849753483,15,1,acid-only,4-7
avlilumove,4.31,4.50540981294964,0.19540981294964066,4.442287083815313,0.13228708381531362,30,3,acid-only,4-7
avlilumove,7.34,7.450210727969347,0.11021072796934739,7.467056412989659,0.12705641298965897,22,2,base-only,7-10
avlilumove,8.48,8.847088844660194,0.3670888446601932,8.812051755853023,0.3320517558530227,28,3,base-only,7-10
avlilumove,7.9,8.068650793650797,0.16865079365079616,8.082939873842191,0.1829398738421908,11,1,base-only,7-10
avlilumove,5.15,5.081764027227724,0.06823597277227655,5.117411330179209,0.03258866982079134,22,1,acid-only,4-7
avlilumove,10.55,10.17752358490566,0.37247641509434004,10.253972581782559,0.2960274182174416,9,2,base-only,>10
avlilumove,7.4,7.540930232558142,0.14093023255814163,7.569783417826307,0.16978341782630668,20,3,base-only,7-10
avlilumove,11.4,11.629444444444445,0.22944444444444478,11.31250734665777,0.08749265334223111,9,2,base-only,>10
avlilumove,6.325,6.425781250000001,0.10078125000000071,6.280288380891877,0.04471161910812338,19,3,acid-only,4-7
avlilumove,9.06,8.7251875,0.33481249999999996,8.655086865043076,0.4049131349569244,25,2,base-only,7-10
avlilumove,8.83,8.847088844660194,0.01708884466019356,8.794985572490486,0.035014427509514334,39,2,base-only,7-10
avlilumove,8.79,8.414377669902912,0.37562233009708734,8.43702528382583,0.35297471617416853,39,3,base-only,7-10
avlilumove,9.52,9.117564100961538,0.402435899038462,9.002607407659774,0.5173925923402258,24,1,base-only,7-10
avlilumove,3.56,3.5131111111111113,0.04688888888888876,3.4807482982679145,0.07925170173208551,16,0,acid-only,<4
avlilumove,7.85,8.827461060747664,0.9774610607476646,8.758049166252404,0.908049166252404,22,2,base-only,7-10
avlilumove,3.6,3.4804212397260277,0.1195787602739724,3.354600884192347,0.24539911580765317,20,0,acid-only,<4
avlilumove,3.65,3.6907673874345552,0.040767387434555324,3.6318388974041147,0.018161102595885215,22,0,acid-only,<4
avlilumove,4.77,5.081764027227724,0.3117640272277242,5.357743504222007,0.5877435042220078,25,1,acid-only,4-7
avlilumove,4.87,4.8554016976047905,0.01459830239520965,4.9100280109310726,0.040028010931072444,25,1,acid-only,4-7
avlilumove,9.0,8.977237354085602,0.022762645914397694,8.898021939368713,0.10197806063128745,21,2,base-only,7-10
avlilumove,9.48,9.462935439903847,0.01706456009615387,9.439159409758993,0.04084059024100739,13,0,base-only,7-10
avlilumove,7.72,8.068650793650797,0.34865079365079676,8.104328794220196,0.3843287942201963,27,2,base-only,7-10
avlilumove,8.8,8.847088844660194,0.04708884466019292,8.818418845168418,0.01841884516841752,18,1,base-only,7-10
avlilumove,9.66,9.184402305785126,0.4755976942148745,9.181525706774032,0.47847429322596824,24,1,base-only,7-10
avlilumove,7.1,7.110535714285714,0.010535714285714093,7.078744064950985,0.02125593504901424,26,5,base-only,7-10
avlilumove,5.4,5.8189792099792115,0.4189792099792111,5.930274401812613,0.5302744018126129,21,2,base-only,4-7
avlilumove,5.4,5.8189792099792115,0.4189792099792111,5.821410629455799,0.42141062945579844,21,2,base-only,4-7
avlilumove,9.3,9.589487179487179,0.2894871794871783,9.635845650938258,0.335845650938257,25,2,base-only,7-10
avlilumove,10.9,11.361666666666666,0.461666666666666,11.212441864437489,0.31244186443748845,4,0,base-only,>10
avlilumove,8.28,5.081764027227724,3.1982359727722756,5.1955467817699095,3.08445321823009,22,3,base-only,7-10
avlilumove,8.7,8.414377669902912,0.2856223300970875,8.386113248081898,0.3138867519181012,22,3,base-only,7-10
avlilumove,8.15,9.039629999999999,0.8896299999999986,8.990131562351388,0.8401315623513881,14,2,base-only,7-10
avlilumove,6.0,5.8189792099792115,0.18102079002078852,5.913028550568202,0.08697144943179769,33,5,base-only,4-7
avlilumove,9.56,9.462935439903847,0.09706456009615394,9.469877976190755,0.09012202380924528,19,1,base-only,7-10
avlilumove,8.4,7.8060616875,0.5939383125000006,7.877777750349717,0.5222222496502837,27,4,base-only,7-10
avlilumove,4.7,4.537658486707566,0.16234151329243396,4.656611387118171,0.04338861288182905,15,1,acid-only,4-7
avlilumove,9.99,10.011847826086955,0.02184782608695457,10.14555625430408,0.15555625430407893,12,1,base-only,7-10
avlilumove,9.32,9.462935439903847,0.14293543990384627,9.490230094788386,0.17023009478838524,15,1,base-only,7-10
avlilumove,8.7,8.414377669902912,0.2856223300970875,8.46854285553841,0.23145714446159005,19,3,base-only,7-10
avlilumove,8.22,8.23062874251497,0.010628742514969147,8.296070920101775,0.07607092010177396,22,5,base-only,7-10
avlilumove,9.23,9.184402305785126,0.04559769421487481,9.189038836689601,0.04096116331039923,21,5,base-only,7-10
avlilumove,9.86,10.011847826086955,0.15184782608695535,10.12197221235726,0.26197221235726076,12,1,base-only,7-10
avlilumove,3.86,3.6907673874345552,0.16923261256544464,3.638492572646615,0.22150742735338502,6,0,acid-only,<4
avlilumove,9.05,9.462935439903847,0.41293543990384585,9.449922335458924,0.399922335458923,11,1,base-only,7-10
avlilumove,5.04,5.081764027227724,0.041764027227723766,5.101471798217882,0.06147179821788207,28,4,acid-only,4-7
avlilumove,5.03,4.8554016976047905,0.1745983023952098,4.954073115674197,0.07592688432580363,28,4,acid-only,4-7
avlilumove,3.86,3.543614931034482,0.31638506896551766,3.5685069781124,0.29149302188759973,6,0,acid-only,<4
avlilumove,9.94,10.00490524365482,0.06490524365482031,10.072879549825384,0.1328795498253843,10,1,base-only,7-10
avlilumove,9.19,9.462935439903847,0.27293543990384705,9.48280864847317,0.2928086484731711,11,1,base-only,7-10
avlilumove,8.7,8.5075,0.192499999999999,8.538545874798984,0.16145412520101488,21,3,base-only,7-10
avlilumove,8.7,8.195555500000001,0.5044444999999982,8.1775487395645,0.5224512604354992,8,0,base-only,7-10
avlilumove,9.5,9.173874434426232,0.3261255655737685,9.110591802079812,0.3894081979201882,9,0,base-only,7-10
avlilumove,9.3,9.184402305785126,0.11559769421487509,9.183377994172611,0.11662200582738969,16,1,base-only,7-10
avlilumove,9.4,9.462935439903847,0.0629354399038462,9.447346165738635,0.04734616573863448,15,1,base-only,7-10
avlilumove,9.8,9.459259259259259,0.3407407407407419,9.395655349587393,0.40434465041260736,14,1,base-only,7-10
avlilumove,9.3,9.462935439903847,0.16293543990384585,9.471256954047446,0.17125695404744512,15,1,base-only,7-10
avlilumove,9.27,9.22018191503268,0.04981808496732043,9.282556203154465,0.012556203154465706,23,3,base-only,7-10
avlilumove,8.5,8.163374652892564,0.33662534710743586,8.15356953816092,0.34643046183908055,14,1,base-only,7-10
avlilumove,9.61,9.184402305785126,0.4255976942148738,9.145213686036733,0.4647863139632662,22,3,base-only,7-10
avlilumove,10.195,10.381666659340661,0.18666665934066096,10.346750953881239,0.15175095388123871,10,2,base-only,>10
avlilumove,9.84,9.462935439903847,0.3770645600961533,9.45309802801362,0.3869019719863793,21,3,base-only,7-10
avlilumove,9.84,9.462935439903847,0.3770645600961533,9.416248997722096,0.4237510022779034,21,3,base-only,7-10
avlilumove,10.37,10.17752358490566,0.19247641509433855,10.195735357910404,0.1742646420895948,12,1,base-only,>10
avlilumove,10.45,10.00490524365482,0.4450947563451795,10.040880189272205,0.4091198107277947,13,1,base-only,>10
avlilumove,8.0,9.173874434426232,1.1738744344262315,9.137719448340155,1.137719448340155,20,3,base-only,7-10
avlilumove,9.99,10.011847826086955,0.02184782608695457,10.132291685722805,0.14229168572280493,11,1,base-only,7-10
avlilumove,9.73,9.22018191503268,0.5098180849673213,9.31380929247831,0.4161907075216913,12,1,base-only,7-10
avlilumove,9.9,9.462935439903847,0.4370645600961538,9.551935308068767,0.34806469193123313,27,4,base-only,7-10
avlilumove,2.82,3.5131111111111113,0.6931111111111115,3.4886768672121127,0.6686768672121128,24,3,acid-only,<4
avlilumove,3.21,3.3925,0.1825000000000001,3.324061182075635,0.11406118207563498,14,1,acid-only,<4
avlilumove,10.0,9.462935439903847,0.5370645600961534,9.502160051317333,0.49783994868266745,27,4,base-only,7-10
avlilumove,7.6,7.540930232558142,0.05906976744185766,7.544603989964508,0.05539601003549155,24,6,base-only,7-10
avlilumove,7.5,8.23062874251497,0.7306287425149698,8.260433778449212,0.7604337784492117,20,3,base-only,7-10
avlilumove,7.16,7.642952817351598,0.482952817351598,7.662614461722325,0.5026144617223247,21,3,base-only,7-10
avlilumove,7.54,7.8225,0.28249999999999975,7.881032667528656,0.3410326675286557,21,3,base-only,7-10
avlilumove,10.0,9.459259259259259,0.5407407407407412,9.391255562223744,0.6087444377762559,26,4,base-only,7-10
avlilumove,3.4,3.4804212397260277,0.08042123972602777,3.384038306215152,0.01596169378484813,31,4,acid-only,<4
avlilumove,7.45,7.110535714285714,0.33946428571428644,7.128267681912504,0.3217323180874958,26,6,base-only,7-10
avlilumove,7.5,6.681640926640928,0.8183590733590718,6.605936588898909,0.894063411101091,7,1,base-only,7-10
avlilumove,9.4,8.977237354085602,0.42276264591439805,8.887823527789891,0.5121764722101094,6,1,base-only,7-10
avlilumove,8.8,9.117564100961538,0.31756410096153687,9.056168128651919,0.2561681286519182,14,2,base-only,7-10
avlilumove,9.3,9.22018191503268,0.07981808496732157,9.257275347141817,0.042724652858183276,14,2,base-only,7-10
avlilumove,4.0,5.081764027227724,1.0817640272277238,5.212769946210461,1.2127699462104609,8,1,base-only,<4
avlilumove,2.0,3.218619047619047,1.2186190476190468,3.1706117259475963,1.1706117259475963,31,5,base-only,<4
avlilumove,8.76,8.977237354085602,0.21723735408560252,8.970972019332567,0.21097201933256748,27,4,base-only,7-10
avlilumove,7.8,8.414377669902912,0.614377669902912,8.49084783917922,0.690847839179221,12,1,base-only,7-10
avlilumove,8.1,8.163374652892564,0.0633746528925645,8.170566921748954,0.07056692174895396,19,4,base-only,7-10
avlilumove,7.4,7.388276381909547,0.011723618090453414,7.350990534250855,0.049009465749145775,18,3,base-only,7-10
avlilumove,7.4,7.388276381909547,0.011723618090453414,7.411275216947426,0.011275216947425726,18,3,base-only,7-10
avlilumove,7.6,8.068650793650797,0.46865079365079687,8.111285214129767,0.5112852141297672,28,4,both,7-10
avlilumove,3.3,3.6947368421052627,0.39473684210526283,3.7088499316922277,0.40884993169222783,18,2,acid-only,<4
avlilumove,2.64,2.9268750000000003,0.2868750000000002,3.0136677721829086,0.3736677721829085,13,1,acid-only,<4
avlilumove,3.62,3.5131111111111113,0.10688888888888881,3.492823876598742,0.12717612340125806,13,0,acid-only,<4
avlilumove,2.9,3.4804212397260277,0.5804212397260278,3.4156060210781254,0.5156060210781255,20,3,both,<4
avlilumove,3.4,3.4804212397260277,0.08042123972602777,3.4188922435551894,0.01889224355518948,23,3,both,<4
avlilumove,4.09,3.993505976095618,0.09649402390438189,3.884536336037457,0.20546366396254268,20,2,both,4-7
avlilumove,2.32,2.609704771428571,0.2897047714285712,2.544579219540839,0.22457921954083915,11,1,both,<4
avlilumove,8.4,8.23062874251497,0.16937125748503057,8.310831567138452,0.0891684328615483,15,2,base-only,7-10
avlilumove,8.26,7.540930232558142,0.7190697674418578,7.567306378299537,0.6926936217004629,25,7,base-only,7-10
avlilumove,5.4,7.642952817351598,2.242952817351598,7.678012694628342,2.278012694628342,8,1,base-only,4-7
avlilumove,8.08,8.015076994565213,0.06492300543478713,7.989261986687092,0.0907380133129081,8,0,base-only,7-10
avlilumove,10.4,10.011847826086955,0.3881521739130456,10.149644373335406,0.25035562666459477,15,1,base-only,>10
avlilumove,10.5,10.17752358490566,0.32247641509433933,10.294352674723477,0.20564732527652296,13,1,base-only,>10
avlilumove,10.0,10.00490524365482,0.004905243654819813,10.01371459883725,0.013714598837250236,14,1,base-only,7-10
avlilumove,10.4,10.381666659340661,0.018333340659339115,10.334316536298113,0.06568346370188749,12,1,base-only,>10
avlilumove,9.2,9.22018191503268,0.020181915032679854,9.310713586147559,0.11071358614755944,13,1,base-only,7-10
avlilumove,9.9,9.903333320000002,0.003333320000001194,9.89718081628273,0.0028191837172695244,11,1,base-only,7-10
avlilumove,9.0,8.847088844660194,0.15291115533980637,8.796037929984411,0.20396207001558864,10,1,base-only,7-10
avlilumove,8.37,8.530165014851484,0.1601650148514846,8.61394837094792,0.24394837094792088,18,3,base-only,7-10
avlilumove,9.0,8.414377669902912,0.5856223300970882,8.521024867340408,0.4789751326595919,12,2,base-only,7-10
avlilumove,8.9,7.732674418604651,1.1673255813953496,7.695403276654587,1.2045967233454133,12,2,base-only,7-10
