dataset,smiles,sim_original,sim_extra,nearest_extra
novartis,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0.5316455696202531,0.375,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)c1.Cl
novartis,C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O,0.22784810126582278,0.28,O=C(O)Cc1ccc(F)cc1
novartis,C[NH+](C)CC1CCc2cc(NC(=O)c3ccc(-c4ccc(F)cc4)cc3)ccc2C1,0.35443037974683544,0.3333333333333333,C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)Nc1ccc(F)cc1
novartis,C[NH+](C)CCSc1nc2ccccc2cc1-c1ccccc1,0.38181818181818183,0.3333333333333333,CN(C)CCSc1cc(-c2ccc3ccccc3c2)nc2ccccc12
novartis,C[NH+](CCC(=O)N1CCN(c2ccc(F)c(F)c2)CC1)CCC1c2ccccc2-c2ccccc21,0.2647058823529412,0.2608695652173913,CCCN1CCN(c2cccc(C(N)=O)c2)CC1
novartis,C[NH+](CCC(=O)N1CCN(c2ccc(F)c(F)c2)CC1)CCC1c2ccccc2Oc2ccccc21,0.2786885245901639,0.2535211267605634,CCCN1CCN(c2cccc(C(N)=O)c2)CC1
novartis,Cc1[nH]c2ccccc2c1C1CC[NH+](Cc2ccc(CCC(=O)N=O)cc2)C1,0.8947368421052632,0.379746835443038,Cc1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2)C1
novartis,Cc1[nH]c2ccccc2c1CC[NH+]1CCc2cc(CCC(=O)N=O)ccc2C1,0.5,0.3176470588235294,Cc1[nH]c2ccccc2c1CCN(Cc1ccc(/C=C/C(=O)NO)cc1)CC(F)F
novartis,Cc1[nH]c2ccccc2c1CC[NH2+]Cc1ccc(CCC(=O)N=O)cc1,0.6296296296296297,0.36486486486486486,Cc1[nH]c2ccccc2c1CCN(Cc1ccc(/C=C/C(=O)NO)cc1)CC(F)F
novartis,Cc1c(-c2ccccc2)c(=O)oc2cc(O)ccc12,0.5476190476190477,0.5185185185185185,O=C(O)/C=C/c1ccc(Cc2c(-c3ccccc3)c(=O)oc3cc(O)ccc23)cc1
novartis,Cc1c(CC(=O)[O-])c2cccnc2n1S(=O)(=O)c1ccc(Cl)cc1,0.38461538461538464,0.3076923076923077,O=S(=O)(Nc1ccccc1-c1nccc2ccccc12)c1ccc(Cl)cc1
novartis,Cc1cc(C(=O)C[NH+]2CCCC2)c(C)n1-c1ccc(F)cc1,0.38333333333333336,0.32786885245901637,Cc1ccc(N2CCN(CCNC(=O)c3ccc(F)cc3)CC2)cc1
novartis,Cc1cc(C)c2cc(C(=O)NC3CC[NH+](C)CC3)[nH]c2c1,0.33783783783783783,0.2597402597402597,Cc1ccc(C(=O)NC2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
novartis,Cc1cc(C)nc(N2CCC3(CCCC(=O)N3Cc3cccc4[nH]ccc34)CC2)n1,0.25882352941176473,0.2988505747126437,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CCNCC1
novartis,Cc1cc(C)nc(N2CCC3(CCCN(Cc4c[nH]c5ccccc45)C3=O)CC2)n1,0.3125,0.36,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
novartis,Cc1cc(C)nc(N2CCC3(CCCN(Cc4ccccc4-c4nc(C)no4)C3=O)CC2)n1,0.2361111111111111,0.2608695652173913,Cc1noc(C2=CCCN(C)C2)n1
novartis,Cc1cc(C)nc(N2CCC3(CCCN(Cc4cn(C)c5ccccc45)C3=O)CC2)n1,0.2857142857142857,0.29577464788732394,CNCc1nc(-c2cn(C)c3ccccc23)no1
novartis,Cc1cc(C)nc(N2CCC3(CCCN(Cc4nn(C)cc4-c4ccccc4)C3=O)CC2)n1,0.25316455696202533,0.25675675675675674,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1
novartis,Cc1cc(C)nc(N2CCC3(CCCN(Cc4nn(C)nc4-c4ccccc4)C3=O)CC2)n1,0.24050632911392406,0.2602739726027397,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1
novartis,Cc1cc(N)nc2ccccc12,0.6428571428571429,0.5,Nc1c2ccccc2nc2ccccc12
novartis,Cc1cc(N2CCCC2)cc(/C=C/c2cccc(C(F)(F)F)c2)[nH+]1,0.37735849056603776,0.38461538461538464,O=C(O)/C=C/c1cccc(C(F)(F)F)c1
novartis,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.45,0.3387096774193548,CN1C=CC(C2NC(C(F)(F)F)=CN2c2ccc(S(N)(=O)=O)cc2)C=C1
novartis,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[NH+](C)C4CCOCC4)cc2)CCC3)cc1,0.2676056338028169,0.25806451612903225,CN1Cc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)C4(N)CCOCC4)cc3)cc2C1=O
novartis,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,0.30952380952380953,0.3389830508474576,CS(=O)(=O)c1ccc(-c2cnc(Br)n2-c2ccc(F)c(F)c2)cc1
novartis,Cc1ccc(C)c(CN2C(=O)CCCC23CCN(c2cnc4ccccc4n2)CC3)c1,0.27941176470588236,0.25,CN1CCN(c2ccc(-c3cnc4cccc(-c5cc(F)c(CN6CCS(=O)(=O)CC6)c(F)c5)c4n3)cn2)CC1
novartis,Cc1ccc(C)n1-c1ccc(C(=O)[O-])c(O)c1,0.5757575757575758,0.3783783783783784,Cc1ccc(C(=O)O)c(O)c1
novartis,Cc1ccc(C)n1-c1ccc(Cl)cc1C(=O)[O-],0.5882352941176471,0.3684210526315789,O=C(O)c1cc(Cl)ccc1O
novartis,Cc1ccc(C)n1-c1ccc(SCC(=O)[O-])cc1,0.6363636363636364,0.39473684210526316,CSc1ccc(SCC(=O)O)cc1
novartis,Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1,0.2872340425531915,0.32558139534883723,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1
novartis,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,0.46296296296296297,0.8727272727272727,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1
novartis,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)[O-])c1,0.6808510638297872,0.6666666666666666,O=C([O-])Cc1cc(F)ccc1Nc1c(Cl)cccc1Cl.[Na+]
novartis,Cc1ccc(Nc2ncc(C(=O)N3CCCCC3)cc2Cl)cn1,0.3466666666666667,0.3424657534246575,Cc1cnc(CNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)nc1
novartis,Cc1ccc(OC(C)(C)C(=O)N[C@@H](C)[C@@H](Cc2ccc(OCCF)cc2)c2cccc(C#N)c2)nc1,0.24752475247524752,0.2987012987012987,CC(C)NC[C@H](O)c1cccc(C#N)c1
novartis,Cc1ccc2c(=O)c3cccc(CC(=O)[O-])c3oc2c1C,0.4318181818181818,0.3793103448275862,CC(=O)/C(C)=N/OCc1cc(=O)oc2c(C)c(C)ccc12
novartis,Cc1ccc2c(c1)C(=O)C(=O)N2,0.5357142857142857,0.34285714285714286,O=C1Nc2c(Cl)cccc2C1=O
novartis,Cc1ccc2nc(N)ccc2c1,0.6296296296296297,0.42857142857142855,Cc1ccc2nc(N)nc(O)c2c1
novartis,Cc1cccc(C)c1C(=O)N1CCC(C)([NH+]2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,0.34545454545454546,0.4794520547945205,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3cccnc3)CC2)CC1
novartis,Cc1ccnc(N2CCC3(CCCN(Cc4c[nH]c5ccccc45)C3=O)CC2)n1,0.3,0.3291139240506329,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
novartis,Cc1csc2ccc3[nH]c4c(c3c12)C[NH+](C)CC4,0.23636363636363636,0.18518518518518517,O=C(O)c1cc2sccc2[nH]1
novartis,Cc1csc2ncnc(NCCc3ccc(Cl)cc3)c12,0.3181818181818182,0.35185185185185186,Clc1ccc(CNc2ncnc3ccccc23)cc1
novartis,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)[O-],0.3373493975903614,0.3373493975903614,Cc1c(-c2nnc(-c3ccc(OC(C)C)c(C#N)c3)s2)ccc2c1CCN(C(CO)CO)C2
novartis,Cc1nc(-n2ccc([O-])cc2=O)sc1C(=O)NCc1ccccc1,0.3220338983050847,0.3125,Cc1cc(C(=O)NNCc2ccccc2)no1
novartis,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,0.22916666666666666,0.23076923076923078,CNc1nccc(Cl)n1
novartis,Cc1nc(C(=O)[O-])ccc1N(C)Cc1cccc(Cl)c1,0.41304347826086957,0.375,O=C(O)Cc1cccc(Cl)c1
novartis,Cc1nc(N2CCN(CC3CC3)C2=O)sc1C(=O)NCc1cccnc1,0.410958904109589,0.3114754098360656,CNCc1cccnc1
novartis,Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1ccccn1,0.39655172413793105,0.3698630136986301,O=C(NCc1ccccn1)C1=CCCC1C(=O)N1CCCC1
novartis,Cc1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccc(OC2CC[NH+](C3CCC3)CC2)cc1,0.3448275862068966,0.2753623188405797,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
novartis,Cc1nc2ccccn2c1C(=O)NCc1ccc(-c2ccccc2)cc1,0.3333333333333333,0.3392857142857143,O=c1cc(-c2ccc(O)cc2)nc2ccccn12
novartis,Cc1nc2ccccn2c1C(=O)NCc1ccc(Cl)cc1,0.3018867924528302,0.3283582089552239,CN(C)CCNC(=O)c1cccc2c1nc(-c1ccc(Cl)cc1)c1ccccc12
novartis,Cc1nc[n+]([O-])c(C)c1C(=O)N1CCC(C)([NH+]2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,0.31746031746031744,0.5,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3cccnc3)CC2)CC1
novartis,Cc1ncc(-c2ccc(C(F)(F)F)cc2)c(NC2C3CC4CC(C3)CC2C4)n1,0.24074074074074073,0.3048780487804878,CCOc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)ccc1-c1ccc(C(F)(F)F)cc1
novartis,Cc1ncc(-c2ccc(C(F)(F)F)cc2)c(NC2CCCCCC2)n1,0.32,0.34615384615384615,CCOc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)ccc1-c1ccc(C(F)(F)F)cc1
novartis,Cc1ncccc1Oc1ncnc(OC2CCN(C(=O)OC(C)C)CC2)c1C,0.2692307692307692,0.3170731707317073,CCOc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(=O)O)C3CCN(C(=O)OC(C)C)CC3)s2)cc1
novartis,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,0.6122448979591837,0.34,NS(=O)(=O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1
novartis,Clc1ccc(-c2ccc(-c3ccnc(N4CC[NH2+]CC4)n3)s2)cc1,0.265625,0.2597402597402597,O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2sc(CN3CCCCC3)cc2c1
novartis,Clc1ccc(OCc2nn[n-]n2)c(C2CCCCC2)c1,0.3559322033898305,0.2857142857142857,NC1=Nc2ccc(Cl)cc2[C@H]2CCC[C@@H]12
novartis,Clc1ccc2c(c1)[NH+]=C(N1CCCCC1)c1ccccc1N2,0.40350877192982454,0.43636363636363634,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2
novartis,Cn1c(-c2ccc(C[NH+](C)C)cc2)cc2onc(-c3ccccc3)c2c1=O,0.34782608695652173,0.2987012987012987,O=C(O)C1CN(Cc2ccc(-c3noc(-c4onc(-c5ccccc5)c4C(F)(F)F)n3)cc2)C1
novartis,Cn1c(=O)n(NS(C)(=O)=O)c(=O)c2ccc(Cl)cc21,0.5652173913043478,0.3050847457627119,CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(Cl)ccc23)cc1
novartis,Cn1c(N)nc2ccccc2c1=O,0.5135135135135135,0.5277777777777778,Cn1c(N)nc2ccn(C)c2c1=O
novartis,Cn1cc(C(=O)[O-])c(=O)c2ccccc21,0.45,0.358974358974359,Cn1ccc(=N)c2ccccc21
novartis,Fc1ccc([C@H]2CC[NH2+]C[C@@H]2COc2ccc3c(c2)OCO3)cc1,1.0,0.6727272727272727,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
novartis,Fc1ccc2c(/C=C/c3cccnc3)c[nH]c2c1,0.3488372093023256,0.391304347826087,O=C(O)/C=C/c1cccnc1
novartis,Fc1ccc2c(/C=C/c3nn[n-]n3)c[nH]c2c1,0.29310344827586204,0.3191489361702128,Oc1n[nH]c2cc(F)ccc12
novartis,Fc1cccc(-c2c[nH]c3ncccc23)c1,0.3953488372093023,0.42857142857142855,Fc1cccc(-c2c[nH]nn2)c1
novartis,Fc1ccccc1C1=Cc2ccccc2C2=[NH+]CCN12,0.2653061224489796,0.24489795918367346,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
novartis,Ic1cccc(-c2nn[n-]n2)c1,0.6363636363636364,0.3333333333333333,O=C(O)c1cccc(I)c1
novartis,N#Cc1c(-c2ccc(Cl)cc2)nc(SCC(=O)Nc2ccc(Cl)cc2)[nH]c1=O,0.3150684931506849,0.2638888888888889,O=C(CN1CCCCC1)Nc1nc(-c2ccc(Cl)cc2)cs1
novartis,N#Cc1c(-c2ccccc2)nc(SCc2ccccc2)[nH]c1=O,0.45652173913043476,0.44680851063829785,c1ccc(CSc2nc3ccccc3[nH]2)cc1
novartis,N#Cc1cc(C[NH+]2CCC(Nc3ncnc4sc(Cl)cc34)CC2)ccc1F,0.3493975903614458,0.25274725274725274,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OCC1CCN(C)CC1
novartis,N#Cc1ccc2[nH]cc(-c3ccnc(N)n3)c2c1,0.3333333333333333,0.30434782608695654,N#Cc1ccc(N)nc1
novartis,N#Cc1ccc2ccn(-c3ccnc(N)n3)c2c1,0.3170731707317073,0.3181818181818182,N#Cc1ccc(N)nc1
novartis,N#Cc1cccc(Nc2ccccc2C(=O)[O-])c1,0.5,0.4375,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
novartis,N#Cc1cnc(NC(=O)Nc2ccc(Cl)c(Cl)c2)s1,0.3333333333333333,0.2982456140350877,O=C(O)Cc1ccccc1Nc1ccc(Cl)c(Cl)c1
novartis,N#Cc1csc(NC(=O)Nc2ccc(Cl)c(Cl)c2)n1,0.3333333333333333,0.2982456140350877,O=C(O)Cc1ccccc1Nc1ccc(Cl)c(Cl)c1
novartis,N#Cc1ncc2cc(COc3ccc(C(=O)[O-])cc3)n(CCC3CCCCC3)c2n1,0.3230769230769231,0.27710843373493976,CC1CCN(C(=O)c2ccc3cc(OCCC4CCCN4C)ccc3c2)CC1
novartis,N#Cc1ncc2cc(COc3cccc(CCC(=O)[O-])c3)n(CCC3CCCCC3)c2n1,0.35714285714285715,0.27956989247311825,COc1cc(COc2cccc(NC(=O)C3CCN(c4ccncc4)CC3)c2)cc(OC)c1
novartis,NC(=O)c1ccc(-c2cc(-c3ccccc3)cnc2N)cc1,0.34782608695652173,0.46938775510204084,O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1
novartis,NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,0.3246753246753247,0.5,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cccc(-c2cncnc2)c1
novartis,NC1=[NH+]c2ccccc2CC1,0.68,0.3333333333333333,Nc1ccc2c3c(cccc13)CC2
novartis,NS(=O)(=O)Oc1ccc2nc(C=C3C4CC5CC(C4)CC3C5)oc2c1,0.3620689655172414,0.22033898305084745,Nc1ccc(OS(=O)(=O)O)cc1Cl
novartis,Nc1ccc(-c2cc3ccccc3oc2=O)cc1,0.525,0.46153846153846156,O=C(O)c1cc2ccccc2oc1=O
novartis,Nc1ccc2ccccc2n1,0.52,0.52,Oc1ccc2ccccc2n1
novartis,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.3269230769230769,0.3333333333333333,Nc1cccc2c1-c1ccccc1C2
novartis,Nc1n[nH]c2cc(Br)ccc12,0.5172413793103449,0.37142857142857144,Oc1n[nH]c2cc(F)ccc12
novartis,Nc1nc(-c2ccccc2)cc2ccccc12,0.45161290322580644,0.5517241379310345,Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1
novartis,Nc1nc(-c2ccccn2)nc(N)c1Cc1ccc(Cl)cc1Cl,0.4090909090909091,0.3023255813953488,Nc1ccc(Cl)cc1Cl
novartis,Nc1nccc(N2CCc3ccc(Br)cc32)n1,0.325,0.3269230769230769,Nc1ccnc(N2CCc3ccccc3C2)c1
novartis,Nc1ncnc2ccc(-c3cccc(F)c3)nc12,0.38636363636363635,0.38636363636363635,Fc1cccc(-c2c[nH]nn2)c1
novartis,Nc1ncnc2ccc(-c3ccnc(F)c3)nc12,0.4,0.4,Fc1cc(-c2c[nH]nn2)ccn1
novartis,O=C(/C=C/c1ccc(Br)cc1)N1CC[NH+](Cc2ccccc2)CC1,0.38636363636363635,0.3333333333333333,O=C(O)/C=C/c1ccccc1
novartis,O=C(CSc1nccn1C1CCCC1)Nc1ccc(C(F)(F)F)cc1,0.3448275862068966,0.3064516129032258,N#C/C(=N\O)C(=O)Nc1ccc(C(F)(F)F)cc1
novartis,O=C(Cc1ccccc1)N1CCCC12CCN(c1cnc3ccccc3n1)CC2,0.27450980392156865,0.28846153846153844,Oc1cnc2ccccc2n1
novartis,O=C(NC(=O)c1ccccc1)c1ccccc1,0.6666666666666666,0.6666666666666666,N=C(N)NC(=O)c1ccccc1
novartis,O=C(NCC[NH+]1CCC(n2c(=O)[nH]c3cc(F)ccc32)CC1)c1ccc(F)cc1,0.5151515151515151,0.3698630136986301,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
novartis,O=C(NCc1ccc(Cl)cc1)c1cn2c(CCO)cc3cc(C[NH+]4CCOCC4)cc(c1=O)c32,0.36619718309859156,0.33695652173913043,CCCCn1cc(C(=O)NCc2ccccc2)c(=O)c2cc(F)c(N3CCOCC3)cc21
novartis,O=C(NO)C1c2ccccc2-c2ccccc21,0.5714285714285714,0.3333333333333333,O=C(NO)c1ccccc1O
novartis,O=C(NO)C1c2ccccc2Oc2ccccc21,0.6129032258064516,0.3055555555555556,O=C(NO)c1ccccc1O
novartis,O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(Cl)cc1,0.5789473684210527,0.4864864864864865,Nc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1
novartis,O=C(Nc1ccc(F)c(Cl)c1)C1CCN(c2ncccn2)CC1,0.5833333333333334,0.45588235294117646,O=C(Nc1cccc(OCc2ccccc2F)c1)C1CCN(c2ccncc2)CC1
novartis,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,0.3508771929824561,0.48148148148148145,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
novartis,O=C(Nc1cccc(Cl)c1)c1ccc(Cl)cc1O,0.42105263157894735,0.4864864864864865,O=C(Nc1ccccc1)c1ccccc1O
novartis,O=C(Nc1cccc(Cl)c1)c1ccccc1O,0.4722222222222222,0.6666666666666666,O=C(Nc1ccccc1)c1ccccc1O
novartis,O=C(Nc1cccc2cnccc12)c1ccc(-c2ccccc2)cc1,0.43478260869565216,0.44680851063829785,O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12
novartis,O=C(Nc1ccccc1C(=O)[O-])c1ccc(-c2ccccc2)cc1,0.4722222222222222,0.4358974358974359,O=C(O)C(=O)CC(=O)c1ccc(-c2ccccc2)cc1
novartis,O=C(Nc1ccccc1C(=O)[O-])c1cccc(Oc2ccccc2)c1,0.6153846153846154,0.525,O=C(O)c1cccc(Oc2ccccc2)c1
novartis,O=C(Nc1nccs1)C(CC1CCCC1)c1ccc(Cl)cc1,0.4189189189189189,0.32051282051282054,Cc1c(Cl)cccc1-n1ncc(C(=O)Nc2nccs2)c1C1CCNCC1
novartis,O=C(Nc1nnc(-c2ccc(F)cc2)o1)c1ccc(Cl)s1,0.34782608695652173,0.2708333333333333,O=C(NO)c1ccc(F)cc1
novartis,O=C(Nc1nnc(-c2cccs2)o1)c1cccc(C(F)(F)F)c1,0.39215686274509803,0.4,O=C(O)c1cccc(C(F)(F)F)c1
novartis,O=C([O-])COc1ccc(Cl)cc1C1CCCCC1,0.43636363636363634,0.4222222222222222,O=C(O)COc1ccc(Cl)cc1Cl
novartis,O=C([O-])COc1ccc(Cl)cc1C1CCCCCC1,0.43636363636363634,0.4222222222222222,O=C(O)COc1ccc(Cl)cc1Cl
novartis,O=C([O-])COc1ccc2c(c1)Cc1ccccc1-2,0.5135135135135135,0.425,Nc1ccc2c(c1)Cc1ccccc1-2
novartis,O=C([O-])CSc1ncnc2cc(-c3ccc(Br)cc3)sc12,0.3269230769230769,0.296875,Cc1ccc(-c2cc3c(NCP(=O)(O)O)ncnc3s2)cc1
novartis,O=C([O-])c1ccc(-c2ccccc2)cc1,0.7142857142857143,0.5517241379310345,O=C(O)C(=O)CC(=O)c1ccc(-c2ccccc2)cc1
novartis,O=C([O-])c1ccc(-c2nc(-c3cccc(C(F)(F)F)c3)cs2)cc1,0.4888888888888889,0.39622641509433965,FC(F)(F)c1cccc(-c2c[nH]c(-c3ccccc3)n2)c1
novartis,O=C([O-])c1ccc(-c2nn(C(=O)c3c(Cl)cccc3Cl)c3ccccc23)cc1,0.3541666666666667,0.3111111111111111,O=C(O)c1c(Cl)cccc1Cl
novartis,O=C([O-])c1ccc(NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,0.4339622641509434,0.3269230769230769,O=C(O)c1ccccc1C(=O)Nc1ccccc1
novartis,O=C([O-])c1ccc(NCc2cccc(Oc3ccccc3)c2)cn1,0.4375,0.3673469387755102,O=C(O)c1cccc(Oc2ccccc2)c1
novartis,O=C([O-])c1ccccc1Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.46511627906976744,0.5952380952380952,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
novartis,O=C([O-])c1ccccc1Nc1cc(F)cc(C(F)(F)F)c1,0.425531914893617,0.5434782608695652,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
novartis,O=C([O-])c1ccccc1Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1,0.5102040816326531,0.46,O=C(O)Cc1ccccc1Nc1ccc(Cl)c(Cl)c1
novartis,O=C1CCCC2(CCN(c3cnc4ccccc4n3)CC2)N1Cc1c[nH]c2ccccc12,0.2923076923076923,0.3125,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
novartis,O=C1CCCC2(CCN(c3cnc4ccccc4n3)CC2)N1Cc1ccccc1,0.2641509433962264,0.2894736842105263,c1ccc(CN2CCC(Nc3nc(N4CCN(c5ccccn5)CC4)nc4ccccc34)CC2)cc1
novartis,O=C1CCN(Cc2ccccc2)C(=O)N1,0.38235294117647056,0.45454545454545453,c1ccc(CN2CCCC2)cc1
novartis,O=C1CN(c2ccccc2)C(=O)N1,0.39473684210526316,0.34375,c1ccc(N2CCNCC2)cc1
novartis,O=C1CN=C(c2ccccc2)c2cc3ccccc3cc2N1,0.3125,0.6842105263157895,O=C1CN=C(c2ccccc2)c2ccccc2N1
novartis,O=C1N(Cc2c[nH]c3ccccc23)CCCC12CCN(c1cnc3ccccc3n1)CC2,0.30303030303030304,0.31645569620253167,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
novartis,O=C1N(Cc2c[nH]c3ccccc23)CCCC12CCN(c1ncccn1)CC2,0.3275862068965517,0.3333333333333333,O=C(O)Cc1c[nH]c2ccccc12
novartis,O=C1N(Cc2cccc3[nH]ccc23)CCCC12CCN(c1cnc3ccccc3n1)CC2,0.2878787878787879,0.29213483146067415,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CCNCC1
novartis,O=C1N(Cc2ccccc2)CCCC12CCN(c1cnc3ccccc3n1)CC2,0.2692307692307692,0.29411764705882354,c1ccc(CN2CCCC2)cc1
novartis,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCOCC2)nc2ccccc12,0.2542372881355932,0.7818181818181819,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
novartis,O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21,0.3584905660377358,0.2916666666666667,O=c1c2ccccc2[nH]c2ccc(Cl)cc12
novartis,O=Cc1cc(Br)cc(Br)c1O,0.5172413793103449,0.5625,O=Cc1cc(Br)cc([N+](=O)[O-])c1O
novartis,O=NC(=O)CCc1ccc(C[NH+]2CCC(c3c[nH]c4ccccc34)CC2)cc1,0.7894736842105263,0.37333333333333335,O=C(/C=C/c1ccc(CN2CCCC(c3c[nH]c4ccccc34)C2)cc1)NO
novartis,O=NC(=O)CCc1ccc(C[NH2+]CC23CC4CC(CC(C4)C2)C3)cc1,0.43859649122807015,0.29850746268656714,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CC2CCNCC2)ccc1Cl
novartis,O=S(=O)(Nc1cc(F)ccc1F)c1ccc2[nH]c3c(c2c1)CCCC3,0.352112676056338,0.2903225806451613,O=[N+]([O-])c1cccc(S(=O)(=O)Nc2ccc(F)cc2)c1
novartis,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.2830188679245283,0.29411764705882354,O=C(c1ccc(C(F)(F)F)cc1)N(O)c1ccccc1
novartis,O=S(=O)(c1ccccc1)n1cc(-c2cccc3nccn23)c2ccccc21,0.2857142857142857,0.2638888888888889,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1
novartis,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CCOC2,0.2676056338028169,0.33962264150943394,FC(F)(F)c1ccc(-c2nc(-c3ccccc3)c[nH]2)cc1
novartis,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,0.24489795918367346,0.33962264150943394,FC(F)(F)c1ccc(-c2nc(-c3ccccc3)c[nH]2)cc1
novartis,O=c1[nH]c2c(Cc3nn[n-]n3)c3ccccc3n2c2ccccc12,0.3469387755102041,0.22857142857142856,CN(Cc1nc2ccccc2c(=O)[nH]1)Cc1nnc(-c2ccccc2)o1
