dataset,exp,pred,err,n_atoms,rings,site,pka_bin
avlilumove,4.09,3.725569109756098,0.36443089024390174,20,2,both,4-7
avlilumove,2.32,3.585692307692308,1.2656923076923081,11,1,both,<4
avlilumove,8.4,8.303245614035086,0.09675438596491404,15,2,base-only,7-10
avlilumove,8.26,7.048581560283689,1.2114184397163106,25,7,base-only,7-10
avlilumove,5.4,7.0660869565217395,1.666086956521739,8,1,base-only,4-7
avlilumove,8.08,8.440974649122808,0.36097464912280763,8,0,base-only,7-10
avlilumove,10.4,10.336785714285712,0.06321428571428811,15,1,base-only,>10
avlilumove,10.5,10.385,0.11500000000000021,13,1,base-only,>10
avlilumove,10.0,10.225319148936169,0.225319148936169,14,1,base-only,7-10
avlilumove,10.4,10.225319148936169,0.17468085106383135,12,1,base-only,>10
avlilumove,9.2,9.576742849999997,0.37674284999999763,13,1,base-only,7-10
avlilumove,9.9,9.945714285714285,0.045714285714284486,11,1,base-only,7-10
avlilumove,9.0,8.992364366120217,0.007635633879782944,10,1,base-only,7-10
avlilumove,8.37,8.411250000000003,0.04125000000000334,18,3,base-only,7-10
avlilumove,9.0,8.992364366120217,0.007635633879782944,12,2,base-only,7-10
avlilumove,8.9,7.407061407894737,1.4929385921052631,12,2,base-only,7-10
