dataset,exp,pred,err,n_atoms,rings,site,pka_bin
avlilumove,3.4,3.3250980392156864,0.07490196078431355,23,3,both,<4
avlilumove,4.09,3.6421289562043797,0.44787104379562015,20,2,both,4-7
avlilumove,2.32,3.6421289562043797,1.3221289562043799,11,1,both,<4
avlilumove,8.4,8.201984126984128,0.19801587301587276,15,2,base-only,7-10
avlilumove,8.26,7.1575000000000015,1.1024999999999983,25,7,base-only,7-10
avlilumove,5.4,7.246296296296295,1.8462962962962948,8,1,base-only,4-7
avlilumove,8.08,8.586525816901409,0.5065258169014086,8,0,base-only,7-10
avlilumove,10.4,10.315555555555555,0.08444444444444521,15,1,base-only,>10
avlilumove,10.5,10.368281249999999,0.131718750000001,13,1,base-only,>10
avlilumove,10.0,10.243245614035088,0.2432456140350876,14,1,base-only,7-10
avlilumove,10.4,10.315555555555555,0.08444444444444521,12,1,base-only,>10
avlilumove,9.2,9.638204807228913,0.43820480722891375,13,1,base-only,7-10
avlilumove,9.9,10.243245614035088,0.34324561403508724,11,1,base-only,7-10
avlilumove,9.0,9.176947411764704,0.1769474117647043,10,1,base-only,7-10
avlilumove,8.37,8.156905974358976,0.21309402564102342,18,3,base-only,7-10
avlilumove,9.0,8.9831208317757,0.01687916822429969,12,2,base-only,7-10
avlilumove,8.9,7.587806122448981,1.3121938775510191,12,2,base-only,7-10
