dataset,exp,pred,err,n_atoms,rings,site,pka_bin
avlilumove,3.62,3.6495049504950496,0.02950495049504953,13,0,acid-only,<4
avlilumove,2.9,3.8644266055045873,0.9644266055045874,20,3,both,<4
avlilumove,3.4,3.6495049504950496,0.24950495049504973,23,3,both,<4
avlilumove,4.09,3.6495049504950496,0.4404950495049502,20,2,both,4-7
avlilumove,2.32,3.022857142857143,0.7028571428571433,11,1,both,<4
avlilumove,8.4,8.366341670000002,0.03365832999999796,15,2,base-only,7-10
avlilumove,8.26,7.844093663636362,0.41590633636363794,25,7,base-only,7-10
avlilumove,5.4,11.04716417910448,5.647164179104479,8,1,both,4-7
avlilumove,8.08,8.177791325203254,0.09779132520325362,8,0,base-only,7-10
avlilumove,10.4,11.04716417910448,0.6471641791044789,15,1,both,>10
avlilumove,10.5,10.41300925,0.08699075,13,1,base-only,>10
avlilumove,10.0,11.434999999999999,1.4349999999999987,14,1,both,7-10
avlilumove,10.4,10.305757575757575,0.09424242424242557,12,1,base-only,>10
avlilumove,9.2,10.626214694915255,1.4262146949152559,13,1,both,7-10
avlilumove,9.9,9.661931094202897,0.23806890579710327,11,1,base-only,7-10
avlilumove,9.0,8.447087254716983,0.5529127452830167,10,1,base-only,7-10
avlilumove,8.37,8.010344827586204,0.3596551724137953,18,3,base-only,7-10
avlilumove,9.0,9.019197696969695,0.019197696969694533,12,2,base-only,7-10
avlilumove,8.9,8.177791325203254,0.7222086747967467,12,2,base-only,7-10
